locus_tag	ftype	length_bp	gene	EC_number	COG	product
NCJPFIPA_02492	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
NCJPFIPA_02493	gene	978	nuoH			
NCJPFIPA_02493	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
NCJPFIPA_02494	gene	2727	nuoG			
NCJPFIPA_02494	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
NCJPFIPA_02495	gene	1338	nuoF			
NCJPFIPA_02495	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
NCJPFIPA_02496	gene	501	nuoE			
NCJPFIPA_02496	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
NCJPFIPA_02497	gene	1803	nuoC			
NCJPFIPA_02497	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
NCJPFIPA_02498	gene	663	nuoB			
NCJPFIPA_02498	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
NCJPFIPA_02499	gene	444	ndhC			
NCJPFIPA_02499	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
NCJPFIPA_02500	gene	936	hdfR_1			
NCJPFIPA_02500	CDS	936	hdfR_1			HTH-type transcriptional regulator HdfR
NCJPFIPA_02501	gene	1215	alaA			
NCJPFIPA_02501	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
NCJPFIPA_02502	gene	600	yfbR			
NCJPFIPA_02502	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
NCJPFIPA_02503	gene	1827				
NCJPFIPA_02503	CDS	1827				hypothetical protein
NCJPFIPA_02504	gene	660	hxpA			
NCJPFIPA_02504	CDS	660	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
NCJPFIPA_02505	gene	495				
NCJPFIPA_02505	CDS	495				hypothetical protein
NCJPFIPA_02506	gene	456				
NCJPFIPA_02506	CDS	456				hypothetical protein
NCJPFIPA_02507	gene	1203	ackA			
NCJPFIPA_02507	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
NCJPFIPA_02508	gene	2145	pta			
NCJPFIPA_02508	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
NCJPFIPA_02509	gene	1521				
NCJPFIPA_02509	CDS	1521				hypothetical protein
NCJPFIPA_02510	gene	954	aptB			
NCJPFIPA_02510	CDS	954	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
NCJPFIPA_02511	gene	831	aptA			
NCJPFIPA_02511	CDS	831	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
NCJPFIPA_02512	gene	1392	ulaA_2			
NCJPFIPA_02512	CDS	1392	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
NCJPFIPA_02513	gene	273				
NCJPFIPA_02513	CDS	273				hypothetical protein
NCJPFIPA_02514	gene	444	ulaC_3			
NCJPFIPA_02514	CDS	444	ulaC_3		COG1762	Ascorbate-specific PTS system EIIA component
NCJPFIPA_02515	gene	1020	gntR_3			
NCJPFIPA_02515	CDS	1020	gntR_3			HTH-type transcriptional regulator GntR
NCJPFIPA_02516	gene	555	yfcD			
NCJPFIPA_02516	CDS	555	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
NCJPFIPA_02517	gene	552	yfcE			
NCJPFIPA_02517	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
NCJPFIPA_02518	gene	645	yfcF			
NCJPFIPA_02518	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
NCJPFIPA_02519	gene	648	yfcG_2			
NCJPFIPA_02519	CDS	648	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
NCJPFIPA_02520	gene	894				
NCJPFIPA_02520	CDS	894				Epimerase family protein
NCJPFIPA_02521	gene	774	hisP			
NCJPFIPA_02521	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
NCJPFIPA_02522	gene	708	hisM			
NCJPFIPA_02522	CDS	708	hisM		COG4160	Histidine transport system permease protein HisM
NCJPFIPA_02523	gene	687	hisQ			
NCJPFIPA_02523	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
NCJPFIPA_02524	gene	783	hisJ			
NCJPFIPA_02524	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
NCJPFIPA_02525	gene	783	argT			
NCJPFIPA_02525	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
NCJPFIPA_02526	gene	570	ubiX			
NCJPFIPA_02526	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
NCJPFIPA_02527	gene	1407	rocC			
NCJPFIPA_02527	CDS	1407	rocC		COG0833	Amino-acid permease RocC
NCJPFIPA_02528	gene	1104	orr			
NCJPFIPA_02528	CDS	1104	orr	5.1.1.12	COG3457	Ornithine racemase
NCJPFIPA_02529	gene	1422	gadC			
NCJPFIPA_02529	CDS	1422	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
NCJPFIPA_02530	gene	1398	lysA_2			
NCJPFIPA_02530	CDS	1398	lysA_2	4.1.1.20	COG0019	Diaminopimelate decarboxylase
NCJPFIPA_02531	gene	1428	rocR			
NCJPFIPA_02531	CDS	1428	rocR		COG3829	Arginine utilization regulatory protein RocR
NCJPFIPA_02532	gene	1518	purF			
NCJPFIPA_02532	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
NCJPFIPA_02533	gene	489	cvpA			
NCJPFIPA_02533	CDS	489	cvpA		COG1286	Colicin V production protein
NCJPFIPA_02534	gene	675	dedD			
NCJPFIPA_02534	CDS	675	dedD			Cell division protein DedD
NCJPFIPA_02535	gene	1269	folC			
NCJPFIPA_02535	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
NCJPFIPA_02536	gene	915	accD			
NCJPFIPA_02536	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
NCJPFIPA_02537	gene	660	dedA			
NCJPFIPA_02537	CDS	660	dedA		COG0586	Protein DedA
NCJPFIPA_02538	gene	813	truA			
NCJPFIPA_02538	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
NCJPFIPA_02539	gene	1014	usg			
NCJPFIPA_02539	CDS	1014	usg		COG0136	USG-1 protein
NCJPFIPA_02540	gene	1137	pdxB			
NCJPFIPA_02540	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
NCJPFIPA_02541	gene	1002	flk			
NCJPFIPA_02541	CDS	1002	flk			Flagellar regulator flk
NCJPFIPA_02542	gene	1179	yfcJ_2			
NCJPFIPA_02542	CDS	1179	yfcJ_2			putative MFS-type transporter YfcJ
NCJPFIPA_02543	gene	375				
NCJPFIPA_02543	CDS	375				hypothetical protein
NCJPFIPA_02544	gene	249				
NCJPFIPA_02544	CDS	249				hypothetical protein
NCJPFIPA_02545	gene	369				
NCJPFIPA_02545	CDS	369				hypothetical protein
NCJPFIPA_02546	gene	519				
NCJPFIPA_02546	CDS	519				hypothetical protein
NCJPFIPA_02547	gene	657				
NCJPFIPA_02547	CDS	657				hypothetical protein
NCJPFIPA_02548	gene	1215	fabB			
NCJPFIPA_02548	CDS	1215	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
NCJPFIPA_02549	gene	2001	mnmC			
NCJPFIPA_02549	CDS	2001	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
NCJPFIPA_02550	gene	276				
NCJPFIPA_02550	CDS	276				hypothetical protein
NCJPFIPA_02551	gene	549	epmC			
NCJPFIPA_02551	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
NCJPFIPA_02552	gene	810	yfcA			
NCJPFIPA_02552	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
NCJPFIPA_02553	gene	825	mepA			
NCJPFIPA_02553	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
NCJPFIPA_02554	gene	1086	aroC			
NCJPFIPA_02554	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
NCJPFIPA_02555	gene	933	prmB			
NCJPFIPA_02555	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
NCJPFIPA_02556	gene	552	mutS2			
NCJPFIPA_02556	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
NCJPFIPA_02557	gene	486	sixA			
NCJPFIPA_02557	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
NCJPFIPA_02558	gene	2148	fadJ			
NCJPFIPA_02558	CDS	2148	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
NCJPFIPA_02559	gene	1311	fadI			
NCJPFIPA_02559	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
NCJPFIPA_02560	gene	285				
NCJPFIPA_02560	CDS	285				hypothetical protein
NCJPFIPA_02561	gene	1308	fadL			
NCJPFIPA_02561	CDS	1308	fadL		COG2067	Long-chain fatty acid transport protein
NCJPFIPA_02562	gene	756	mlaA			
NCJPFIPA_02562	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
NCJPFIPA_02563	gene	942	yfdC			
NCJPFIPA_02563	CDS	942	yfdC		COG2116	Inner membrane protein YfdC
NCJPFIPA_02564	gene	75				
NCJPFIPA_02564	tRNA	75				tRNA-Arg(cct)
NCJPFIPA_02565	gene	939	pla			
NCJPFIPA_02565	CDS	939	pla	3.4.23.48		Coagulase/fibrinolysin
NCJPFIPA_02566	gene	96				
NCJPFIPA_02566	CDS	96				hypothetical protein
NCJPFIPA_02567	gene	1251	dctD			
NCJPFIPA_02567	CDS	1251	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
NCJPFIPA_02568	gene	2007	pgtB			
NCJPFIPA_02568	CDS	2007	pgtB	2.7.13.3	COG4192	Phosphoglycerate transport system sensor protein PgtB
NCJPFIPA_02569	gene	1275	pgtC			
NCJPFIPA_02569	CDS	1275	pgtC		COG1840	Phosphoglycerate transport regulatory protein PgtC
NCJPFIPA_02570	gene	1392	pgtP			
NCJPFIPA_02570	CDS	1392	pgtP		COG2271	Phosphoglycerate transporter protein
NCJPFIPA_02571	gene	243				
NCJPFIPA_02571	CDS	243				hypothetical protein
NCJPFIPA_02572	gene	114				
NCJPFIPA_02572	CDS	114				hypothetical protein
NCJPFIPA_02573	gene	921	lpxP			
NCJPFIPA_02573	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
NCJPFIPA_02574	gene	1239	alaC			
NCJPFIPA_02574	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
NCJPFIPA_02575	gene	966	glk			
NCJPFIPA_02575	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
NCJPFIPA_02576	gene	1236	yfeO			
NCJPFIPA_02576	CDS	1236	yfeO			Putative ion-transport protein YfeO
NCJPFIPA_02577	gene	1653	ipdC			
NCJPFIPA_02577	CDS	1653	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
NCJPFIPA_02578	gene	999	gpr			
NCJPFIPA_02578	CDS	999	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
NCJPFIPA_02579	gene	327				
NCJPFIPA_02579	CDS	327				hypothetical protein
NCJPFIPA_02580	gene	1242	mntH			
NCJPFIPA_02580	CDS	1242	mntH		COG1914	Divalent metal cation transporter MntH
NCJPFIPA_02581	gene	1092	nupC			
NCJPFIPA_02581	CDS	1092	nupC		COG1972	Nucleoside permease NupC
NCJPFIPA_02582	gene	2190	pdeA			
NCJPFIPA_02582	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
NCJPFIPA_02583	gene	76				
NCJPFIPA_02583	tRNA	76				tRNA-Ala(ggc)
NCJPFIPA_02584	gene	363				
NCJPFIPA_02584	CDS	363				hypothetical protein
NCJPFIPA_02585	gene	372				
NCJPFIPA_02585	CDS	372				hypothetical protein
NCJPFIPA_02586	gene	1416	gltX			
NCJPFIPA_02586	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
NCJPFIPA_02587	gene	76				
NCJPFIPA_02587	tRNA	76				tRNA-Val(tac)
NCJPFIPA_02588	gene	72				
NCJPFIPA_02588	tRNA	72				tRNA-Val(tac)
NCJPFIPA_02589	gene	186				
NCJPFIPA_02589	CDS	186				hypothetical protein
NCJPFIPA_02590	gene	474	sarA			
NCJPFIPA_02590	CDS	474	sarA			Salmonella anti-inflammatory response activator
NCJPFIPA_02591	gene	1470				
NCJPFIPA_02591	CDS	1470				hypothetical protein
NCJPFIPA_02592	gene	1800	lepA			
NCJPFIPA_02592	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
NCJPFIPA_02593	gene	975	lepB			
NCJPFIPA_02593	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
NCJPFIPA_02594	gene	738	rnc			
NCJPFIPA_02594	CDS	738	rnc	3.1.26.3	COG0571	Ribonuclease 3
NCJPFIPA_02595	gene	906	era			
NCJPFIPA_02595	CDS	906	era		COG1159	GTPase Era
NCJPFIPA_02596	gene	729	recO			
NCJPFIPA_02596	CDS	729	recO		COG1381	DNA repair protein RecO
NCJPFIPA_02597	gene	732	pdxJ			
NCJPFIPA_02597	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
NCJPFIPA_02598	gene	381	acpS			
NCJPFIPA_02598	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
NCJPFIPA_02599	gene	261	yfhL			
NCJPFIPA_02599	CDS	261	yfhL		COG1145	Ferredoxin YfhL
NCJPFIPA_02600	gene	927	hdfR_2			
NCJPFIPA_02600	CDS	927	hdfR_2			HTH-type transcriptional regulator HdfR
NCJPFIPA_02601	gene	1197				
NCJPFIPA_02601	CDS	1197				L-lactate transporter
NCJPFIPA_02602	gene	918	panE_2			
NCJPFIPA_02602	CDS	918	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
NCJPFIPA_02603	gene	849	murR			
NCJPFIPA_02603	CDS	849	murR		COG1737	HTH-type transcriptional regulator MurR
NCJPFIPA_02604	gene	894	murQ			
NCJPFIPA_02604	CDS	894	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
NCJPFIPA_02605	gene	1362				
NCJPFIPA_02605	CDS	1362				PTS system EIIBC component
NCJPFIPA_02606	gene	636	pgpC			
NCJPFIPA_02606	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
NCJPFIPA_02607	gene	519	tadA			
NCJPFIPA_02607	CDS	519	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
NCJPFIPA_02608	gene	1545	mltF_2			
NCJPFIPA_02608	CDS	1545	mltF_2	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
NCJPFIPA_02609	gene	3888	purL			
NCJPFIPA_02609	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
NCJPFIPA_02610	gene	1386	qseE			
NCJPFIPA_02610	CDS	1386	qseE	2.7.13.3		Sensor histidine kinase QseE
NCJPFIPA_02611	gene	765	qseG			
NCJPFIPA_02611	CDS	765	qseG			Quorum-sensing regulator protein G
NCJPFIPA_02612	gene	1338	qseF			
NCJPFIPA_02612	CDS	1338	qseF		COG2204	Transcriptional regulatory protein QseF
NCJPFIPA_02613	gene	339	glnB			
NCJPFIPA_02613	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
NCJPFIPA_02614	gene	1461	dtpC			
NCJPFIPA_02614	CDS	1461	dtpC		COG3104	Dipeptide and tripeptide permease C
NCJPFIPA_02615	gene	2145	cadA			
NCJPFIPA_02615	CDS	2145	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
NCJPFIPA_02616	gene	1332	cadB			
NCJPFIPA_02616	CDS	1332	cadB		COG0531	putative cadaverine/lysine antiporter
NCJPFIPA_02617	gene	1545	cadC			
NCJPFIPA_02617	CDS	1545	cadC		COG3710	Transcriptional activator CadC
NCJPFIPA_02618	gene	1191	hmp			
NCJPFIPA_02618	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
NCJPFIPA_02619	gene	1254	glyA			
NCJPFIPA_02619	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
NCJPFIPA_02620	gene	1140	hcaT			
NCJPFIPA_02620	CDS	1140	hcaT			putative 3-phenylpropionic acid transporter
NCJPFIPA_02621	gene	1278				
NCJPFIPA_02621	CDS	1278				hypothetical protein
NCJPFIPA_02622	gene	639				
NCJPFIPA_02622	CDS	639				hypothetical protein
NCJPFIPA_02623	gene	987				
NCJPFIPA_02623	CDS	987				hypothetical protein
NCJPFIPA_02624	gene	1014	asrC			
NCJPFIPA_02624	CDS	1014	asrC	1.8.1.-	COG2221	Anaerobic sulfite reductase subunit C
NCJPFIPA_02625	gene	819	asrB			
NCJPFIPA_02625	CDS	819	asrB		COG0543	Anaerobic sulfite reductase subunit B
NCJPFIPA_02626	gene	1044	asrA			
NCJPFIPA_02626	CDS	1044	asrA		COG1145	Anaerobic sulfite reductase subunit A
NCJPFIPA_02627	gene	879				
NCJPFIPA_02627	CDS	879			COG1073	putative protein
NCJPFIPA_02628	gene	804	suhB			
NCJPFIPA_02628	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
NCJPFIPA_02629	gene	732	trmJ			
NCJPFIPA_02629	CDS	732	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
NCJPFIPA_02630	gene	495	iscR			
NCJPFIPA_02630	CDS	495	iscR		COG1959	HTH-type transcriptional regulator IscR
NCJPFIPA_02631	gene	1215	iscS			
NCJPFIPA_02631	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
NCJPFIPA_02632	gene	387	iscU			
NCJPFIPA_02632	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
NCJPFIPA_02633	gene	324	iscA			
NCJPFIPA_02633	CDS	324	iscA		COG0316	Iron-binding protein IscA
NCJPFIPA_02634	gene	516	hscB			
NCJPFIPA_02634	CDS	516	hscB		COG1076	Co-chaperone protein HscB
NCJPFIPA_02635	gene	1851	hscA			
NCJPFIPA_02635	CDS	1851	hscA		COG0443	Chaperone protein HscA
NCJPFIPA_02636	gene	336	fdx			
NCJPFIPA_02636	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
NCJPFIPA_02637	gene	201	iscX			
NCJPFIPA_02637	CDS	201	iscX		COG2975	Protein IscX
NCJPFIPA_02638	gene	1284	pepB			
NCJPFIPA_02638	CDS	1284	pepB	3.4.11.23	COG0260	Peptidase B
NCJPFIPA_02639	gene	180				
NCJPFIPA_02639	CDS	180				hypothetical protein
NCJPFIPA_02640	gene	777				
NCJPFIPA_02640	CDS	777				hypothetical protein
NCJPFIPA_02641	gene	669				
NCJPFIPA_02641	CDS	669				hypothetical protein
NCJPFIPA_02642	gene	225				
NCJPFIPA_02642	CDS	225				hypothetical protein
NCJPFIPA_02643	gene	843	sseA_2			
NCJPFIPA_02643	CDS	843	sseA_2	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
NCJPFIPA_02644	gene	4935	yfhM			
NCJPFIPA_02644	CDS	4935	yfhM		COG2373	Alpha-2-macroglobulin
NCJPFIPA_02645	gene	2316	pbpC			
NCJPFIPA_02645	CDS	2316	pbpC		COG4953	Penicillin-binding protein 1C
NCJPFIPA_02646	gene	2379	dmsA_2			
NCJPFIPA_02646	CDS	2379	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
NCJPFIPA_02647	gene	630	dmsB_3			
NCJPFIPA_02647	CDS	630	dmsB_3		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
NCJPFIPA_02648	gene	810	dmsC_3			
NCJPFIPA_02648	CDS	810	dmsC_3		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
NCJPFIPA_02649	gene	864	napF_2			
NCJPFIPA_02649	CDS	864	napF_2			Ferredoxin-type protein NapF
NCJPFIPA_02650	gene	432	ndk			
NCJPFIPA_02650	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
NCJPFIPA_02651	gene	1167	rlmN			
NCJPFIPA_02651	CDS	1167	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
NCJPFIPA_02652	gene	1005	rodZ			
NCJPFIPA_02652	CDS	1005	rodZ		COG1426	Cytoskeleton protein RodZ
NCJPFIPA_02653	gene	1119	ispG			
NCJPFIPA_02653	CDS	1119	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
NCJPFIPA_02654	gene	1275	hisS			
NCJPFIPA_02654	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
NCJPFIPA_02655	gene	621				
NCJPFIPA_02655	CDS	621				hypothetical protein
NCJPFIPA_02656	gene	1179	bamB			
NCJPFIPA_02656	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
NCJPFIPA_02657	gene	1473	der			
NCJPFIPA_02657	CDS	1473	der		COG1160	GTPase Der
NCJPFIPA_02658	gene	222	yfgJ			
NCJPFIPA_02658	CDS	222	yfgJ			putative protein YfgJ
NCJPFIPA_02659	gene	2193				
NCJPFIPA_02659	CDS	2193				hypothetical protein
NCJPFIPA_02660	gene	960				
NCJPFIPA_02660	CDS	960				hypothetical protein
NCJPFIPA_02661	gene	5580				
NCJPFIPA_02661	CDS	5580				hypothetical protein
NCJPFIPA_02662	gene	5844				
NCJPFIPA_02662	CDS	5844				hypothetical protein
NCJPFIPA_02663	gene	1467				
NCJPFIPA_02663	CDS	1467				hypothetical protein
NCJPFIPA_02664	gene	5550				
NCJPFIPA_02664	CDS	5550				hypothetical protein
NCJPFIPA_02665	gene	1350	xseA			
NCJPFIPA_02665	CDS	1350	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
NCJPFIPA_02666	gene	1467	guaB			
NCJPFIPA_02666	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
NCJPFIPA_02667	gene	1578	guaA			
NCJPFIPA_02667	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
NCJPFIPA_02668	gene	291				
NCJPFIPA_02668	CDS	291				hypothetical protein
NCJPFIPA_02669	gene	315				
NCJPFIPA_02669	CDS	315				hypothetical protein
NCJPFIPA_02670	gene	192	yfgG			
NCJPFIPA_02670	CDS	192	yfgG			Protein YfgG
NCJPFIPA_02671	gene	2214	pdeF			
NCJPFIPA_02671	CDS	2214	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
NCJPFIPA_02672	gene	1542	ppx			
NCJPFIPA_02672	CDS	1542	ppx	3.6.1.11	COG0248	Exopolyphosphatase
NCJPFIPA_02673	gene	2067	ppk			
NCJPFIPA_02673	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
NCJPFIPA_02674	gene	639	purN			
NCJPFIPA_02674	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
NCJPFIPA_02675	gene	1038	purM			
NCJPFIPA_02675	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
NCJPFIPA_02676	gene	627	upp			
NCJPFIPA_02676	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
NCJPFIPA_02677	gene	1290	uraA			
NCJPFIPA_02677	CDS	1290	uraA		COG2233	Uracil permease
NCJPFIPA_02678	gene	726	hda			
NCJPFIPA_02678	CDS	726	hda		COG0593	DnaA regulatory inactivator Hda
NCJPFIPA_02679	gene	360	yfgD			
NCJPFIPA_02679	CDS	360	yfgD		COG1393	putative protein YfgD
NCJPFIPA_02680	gene	1464	bepA			
NCJPFIPA_02680	CDS	1464	bepA	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
NCJPFIPA_02681	gene	1068				
NCJPFIPA_02681	CDS	1068				hypothetical protein
NCJPFIPA_02682	gene	243	garK_3			
NCJPFIPA_02682	CDS	243	garK_3	2.7.1.165	COG1929	Glycerate 2-kinase
NCJPFIPA_02683	gene	471	bcp			
NCJPFIPA_02683	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
NCJPFIPA_02684	gene	573	gcvR			
NCJPFIPA_02684	CDS	573	gcvR		COG2716	Glycine cleavage system transcriptional repressor
NCJPFIPA_02685	gene	879	dapA			
NCJPFIPA_02685	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
NCJPFIPA_02686	gene	1035	bamC			
NCJPFIPA_02686	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
NCJPFIPA_02687	gene	714	purC			
NCJPFIPA_02687	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
NCJPFIPA_02688	gene	864				
NCJPFIPA_02688	CDS	864			COG2321	putative protein
NCJPFIPA_02689	gene	2019	tmcA			
NCJPFIPA_02689	CDS	2019	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
NCJPFIPA_02690	gene	201				
NCJPFIPA_02690	CDS	201				hypothetical protein
NCJPFIPA_02691	gene	1128	dapE			
NCJPFIPA_02691	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
NCJPFIPA_02692	gene	357	yffB			
NCJPFIPA_02692	CDS	357	yffB		COG1393	Protein YffB
NCJPFIPA_02693	gene	3114	acrB_2			
NCJPFIPA_02693	CDS	3114	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
NCJPFIPA_02694	gene	1701	narQ			
NCJPFIPA_02694	CDS	1701	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
NCJPFIPA_02695	gene	1962				
NCJPFIPA_02695	CDS	1962		1.18.1.2		Ferredoxin--NADP reductase
NCJPFIPA_02696	gene	1299	yfeW			
NCJPFIPA_02696	CDS	1299	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
NCJPFIPA_02697	gene	576	nudK			
NCJPFIPA_02697	CDS	576	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
NCJPFIPA_02698	gene	1044				
NCJPFIPA_02698	CDS	1044				hypothetical protein
NCJPFIPA_02699	gene	231				
NCJPFIPA_02699	CDS	231				hypothetical protein
NCJPFIPA_02700	gene	2001	tktB			
NCJPFIPA_02700	CDS	2001	tktB	2.2.1.1	COG0021	Transketolase 2
NCJPFIPA_02701	gene	951	tal			
NCJPFIPA_02701	CDS	951	tal	2.2.1.2		Transaldolase
NCJPFIPA_02702	gene	2280	maeB			
NCJPFIPA_02702	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
NCJPFIPA_02703	gene	531	mobB			
NCJPFIPA_02703	CDS	531	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
NCJPFIPA_02704	gene	585	mobA			
NCJPFIPA_02704	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
NCJPFIPA_02705	gene	270	yihD			
NCJPFIPA_02705	CDS	270	yihD		COG3084	Protein YihD
